Sequence,word1,word2,polarity
1210,pokemon,4ever,4
1211,pomposity,pretentiousness,0
1212,pompous,garbled,0
1213,ponderous,charmless,0
1214,poor,acting,0
1215,poor,quality,0
1216,poor,remake,0
1217,poorly,scripted,0
1218,poorly,dubbed,0
1219,poorly,acted,0
1220,poorly,staged,0
1221,portray,convincingly,4
1222,positive,impression,4
1223,positively,dreadful,0
1224,potent,riveting,4
1225,power,fantasy,4
1226,powerful,moving,4
1227,powerful,sequel,4
1228,powerful,revelatory,4
1229,powerful,direction,4
1230,powerful,documentary,4
1231,powerful,success,4
1232,powerful,provocative,4
1233,powerful,universal,4
1234,powerful,drama,4
1235,powerful,performance,4
1236,powerfully,evocative,4
1237,predecessors,proud,4
1238,predictable,tides,0
1239,prepare,marvel,4
1240,preposterous,prurient,0
1241,pretentious,mess,0
1242,pretty,enjoyable,4
1243,pretty,gifted,4
1244,pretty,stupid,0
1245,pristine,camerawork,4
1246,probably,love,4
1247,probably,like,4
1248,profound,cinema,4
1249,profound,characterizations,4
1250,profoundly,stupid,0
1251,prolonged,boring,0
1252,proves,compelling,4
1253,provocative,drama,4
1254,provocative,prescient,4
1255,provocative,piece,4
1256,psychologically,savvy,4
1257,pulling,heartstrings,4
1258,punishable,chainsaw,0
1259,pure,finesse,4
1260,pure,entertainment,4
1261,pure,wankery,0
1262,pure,adrenalin,4
1263,purely,enjoyable,4
1264,put,sleep,0
1265,put,torture,0
1266,puttingly,cold,0
1267,quality,cinema,4
1268,quickly,forgettable,0
1269,quite,appealing,4
1270,quite,funny,4
1271,quite,good,4
1272,quite,beautiful,4
1273,quite,unengaging,0
1274,quite,admirable,4
1275,quite,touching,4
1276,quite,nosedive,0
1277,ranges,bad,0
1278,rare,treat,4
1279,rare,quality,4
1280,rare,riveting,4
1281,rather,beautiful,4
1282,rather,special,4
1283,rather,brilliant,4
1284,rating,zero,0
1285,raucously,amusing,4
1286,real,winner,4
1287,real,masterpiece,4
1288,real,charmer,4
1289,real,strength,4
1290,real,filmmaker,4
1291,real,shame,0
1292,real,snooze,0
1293,real,amusing,4
1294,really,funny,4
1295,really,good,4
1296,really,bad,0
1297,really,stupid,0
1298,really,awful,0
1299,really,horrible,0
1300,really,heart,4
1301,recipe,inspiring,4
1302,redundancy,unsuccessful,0
1303,redundant,sloppy,0
1304,reflective,beautifully,4
1305,refreshingly,realistic,4
1306,refreshingly,different,4
1307,relationships,wonderful,4
1308,relative,letdown,0
1309,relatively,flavorless,0
1310,relentlessly,nasty,0
1311,relentlessly,depressing,0
1312,remarkable,feat,4
1313,remarkable,performances,4
1314,remarkable,performance,4
1315,remarkable,memorable,4
1316,remarkable,skill,4
1317,remarkable,film,4
1318,remarkable,novel,4
1319,remarkable,piece,4
1320,remarkable,movie,4
1321,remarkably,original,4
1322,remarkably,mature,4
1323,rendered,tedious,0
1324,rendered,clarity,4
1325,repellantly,control,0
1326,repugnant,adaptation,0
1327,repulsive,depressing,0
1328,resolutely,unamusing,0
1329,resonant,gem,4
1330,restrictive,chaotic,0
1331,result,disappointing,0
1332,retread,story,0
1333,rich,performances,4
1334,rich,intelligent,4
1335,richly,rewarded,4
1336,ridiculous,dialog,0
1337,ridiculousness,premise,0
1338,right,elements,4
1339,rises,superficiality,4
1340,riveted,seats,4
1341,riveting,documentary,4
1342,riveting,performances,4
1343,robert,duvall,4
1344,rollicking,adventure,4
1345,rolling,graves,0
1346,rousing,success,4
1347,rrb,gorgeous,4
1348,rude,profane,0
1349,ruined,amateurish,0
1350,run,lives,0
1351,run,course,0
1352,runaway,success,4
1353,rush,theatre,4
1354,sabotaged,pomposity,0
1355,sad,nonsense,0
1356,sad,sack,0
1357,sadly,dull,0
1358,sappy,amateurish,0
1359,satisfying,destination,4
1360,savory,hilarious,4
1361,savvy,compelling,4
1362,scarcely,worth,0
1363,scathingly,witty,4
1364,scenic,splendor,4
1365,schmaltzy,clumsily,0
1366,scooby,n,0
1367,screen,magic,4
1368,screenplay,die,4
1369,scummy,ripoff,0
1370,secondhand,material,0
1371,see,movie,4
1372,see,twice,4
1373,seeing,bad,0
1374,seem,fresh,4
1375,self,destructiveness,0
1376,sensuous,spirited,4
1377,serious,thoughtful,4
1378,seriously,compromised,0
1379,seriously,dumb,0
1380,seriously,bad,0
1381,serviceable,worst,0
1382,severe,flaws,0
1383,sexy,rousing,4
1384,shabby,script,0
1385,shallow,glib,0
1386,sharp,original,4
1387,sharp,comedy,4
1388,sharply,comic,4
1389,sheer,ugliness,0
1390,sheer,dumbness,0
1391,sheerly,beautiful,4
1392,shimmering,cinematography,4
1393,shimmeringly,lovely,4
1394,shines,characters,4
1395,shining,performance,4
1396,shockingly,bad,0
1397,shoddy,product,0
1398,shoot,head,0
1399,shooting,foot,0
1400,shortness,disappoints,0
1401,sick,demented,0
1402,sickly,sweet,0
1403,sight,behold,4
1404,silly,gross,0
1405,simply,astounding,4
1406,simply,brilliant,4
1407,simply,unbearable,0
1408,simultaneously,funny,4
1409,sincere,performance,4
1410,skillful,filmmaker,4
1411,skip,turd,0
1412,skip,film,0
1413,skip,dreck,0
1414,slack,complacency,0
1415,slam,dunk,4
1416,slapdash,disaster,0
1417,slapdash,mess,0
1418,sleazy,moralizing,0
1419,sleek,arty,4
1420,sloppily,written,0
1421,sloppy,plotting,0
1422,sloppy,uneven,0
1423,slow,death,0
1424,slowed,stroke,0
1425,slyly,exquisite,4
1426,smart,movie,4
1427,smart,funny,4
1428,smart,sassy,4
1429,smart,compelling,4
1430,smart,fun,4
1431,smartly,written,4
1432,smashing,success,4
1433,smug,convoluted,0
1434,snail,pace,0
1435,sneak,theater,0
1436,so,boring,0
1437,so,bland,0
1438,soggy,potboiler,0
1439,solid,piece,4
1440,solid,cast,4
1441,solid,execution,4
1442,solid,success,4
1443,solid,movie,4
1444,solidly,entertaining,4
1445,some,inventive,4
1446,something,special,4
1447,something,everyone,4
1448,something,triumph,4
1449,something,cool,4
1450,sometimes,gem,4
1451,somnambulant,exercise,0
1452,soon,forgettable,0
1453,sooooo,tired,0
1454,sophisticated,performance,4
1455,sophisticated,wit,4
1456,sordid,disgusting,0
1457,soulful,gravity,4
1458,soulful,development,4
1459,sound,dull,0
1460,sparkling,beauty,4
1461,spectacularly,well,4
1462,spectacularly,beautiful,4
1463,spectacularly,outrageous,4
1464,spellbinding,fun,4
1465,splendid,performances,4
1466,splendid,job,4
1467,splendid,actors,4
1468,splendid,meal,4
1469,splendid,singing,4
1470,splendid,looking,4
1471,staggeringly,boring,0
1472,stale,uninspired,0
1473,standout,performance,4
1474,star,charisma,4
1475,star,performance,4
1476,starts,bad,0
1477,stay,away,0
1478,stellar,performance,4
1479,still,terrible,0
1480,still,charming,4
1481,still,see,4
1482,stilted,unconvincing,0
1483,stilted,dialogue,0
1484,stinks,start,0
1485,stocked,talent,4
1486,striking,style,4
1487,string,bastard,0
1488,strong,filmmaking,4
1489,strong,unforced,4
1490,strong,thumbs,4
1491,strong,funny,4
1492,strong,performances,4
1493,strut,stuff,4
1494,stuffy,full,0
1495,stunning,architecture,4
1496,stunning,animation,4
1497,stunning,film,4
1498,stunningly,unoriginal,0
1499,stupid,sequel,0
1500,stupid,pointless,0
1501,stupid,annoying,0
1502,stuttering,script,0
1503,stylish,surprises,4
1504,sublimely,beautiful,4
1505,subtle,richly,4
1506,succeed,cheapening,0
1507,succeeds,entertaining,4
1508,successful,one,4
1509,sumptuous,work,4
1510,super,stupid,0
1511,superb,performance,4
1512,superb,performances,4
1513,superb,actors,4
1514,superb,performers,4
1515,superficial,unrealized,0
1516,superfluous,sequel,0
1517,superior,cast,4
1518,superior,plotline,4
1519,superior,movie,4
1520,supremely,hopeful,4
1521,supremely,good,4
1522,surefire,casting,4
1523,surehanded,direction,4
1524,surprising,winner,4
1525,surprisingly,brilliant,4
1526,surprisingly,enjoyable,4
1527,surprisingly,well,4
1528,surprisingly,dull,0
1529,surprisingly,refreshing,4
1530,surprisingly,entertaining,4
1531,sustains,beautifully,4
1532,sweet,modest,4
1533,sweet,charming,4
1534,sweet,romantic,4
1535,sweet,time,4
1536,sweet,enjoyable,4
1537,sweet,genuine,4
1538,sweetest,thing,4
1539,sweetly,adventurous,4
1540,swept,away,4
1541,swept,invincible,4
1542,talent,undeniable,4
1543,talented,enough,4
1544,talented,director,4
1545,talked,way,0
1546,tasty,sweet,4
1547,tawdry,trash,0
1548,technical,triumph,4
1549,technically,superb,4
1550,tedious,picture,0
1551,tediously,exasperating,0
1552,tediously,bad,0
1553,tender,touching,4
1554,terrible,movie,0
1555,terrible,story,0
1556,terrible,adaptation,0
1557,terrible,film,0
1558,terribly,obvious,0
1559,terribly,wasted,0
1560,terribly,monotonous,0
1561,terrific,performance,4
1562,terrific,effort,4
1563,terrific,rachel,4
1564,terrific,job,4
1565,terrific,casting,4
1566,terrific,men,4
1567,terrific,look,4
1568,terrific,story,4
1569,terrific,documentaries,4
1570,terrific,setpieces,4
1571,terrific,performances,4
1572,terrific,film,4
1573,terrific,role,4
1574,terrific,screenplay,4
1575,terrifically,entertaining,4
1576,terrifying,message,0
1577,terrorist,attacks,0
1578,there,epic,4
1579,things,frustrating,0
1580,think,zzzzzzzzz,0
1581,thoroughly,engrossing,4
1582,thoroughly,unrewarding,0
1583,thoroughly,enjoyable,4
1584,thoroughly,dull,0
1585,thoroughly,awful,0
1586,thoroughly,involving,4
1587,thoroughly,entertaining,4
1588,thoroughly,satisfying,4
1589,thought,provoking,4
1590,thoughtful,brimming,4
1591,thoughtful,reverent,4
1592,thrill,ride,4
1593,thrill,touch,4
1594,thumbs,paxton,4
1595,time,low,0
1596,time,stinker,0
1597,timeless,spectacle,4
1598,timeless,unique,4
1599,tired,predictable,0
1600,tiresome,ugliness,0
1601,tiresomely,simpleminded,0
1602,told,retold,0
1603,tonally,uneven,0
1604,too,bland,0
1605,too,predictably,0
1606,top,amateurish,0
1607,top,world,4
1608,top,notch,4
1609,topnotch,foursome,4
1610,torrent,emotion,4
1611,total,misfire,0
1612,total,loss,0
1613,totally,overwrought,0
1614,touching,film,4
1615,touching,funny,4
1616,touching,tender,4
1617,tragic,waste,0
1618,train,wreck,0
1619,transcendent,performance,4
1620,transfixes,audience,4
1621,trash,cinema,0
1622,tremendous,promise,4
1623,tremendous,skill,4
1624,tremendous,chemistry,4
1625,tremendously,moving,4
1626,trifecta,badness,0
1627,triumph,imagination,4
1628,triumphant,performances,4
1629,trove,delights,4
1630,truly,magical,4
1631,truly,terrible,0
1632,truly,gorgeous,4
1633,truly,wonderful,4
1634,truly,bad,0
1635,truly,awful,0
1636,truly,funny,4
1637,truly,excellent,4
1638,truly,good,4
1639,turd,squashed,0
1640,ugly,revolting,0
1641,ugly,fast,0
1642,ugly,mindless,0
1643,ugly,destructive,0
1644,ugly,irritating,0
1645,ugly,behavior,0
1646,ultimate,thrills,4
1647,ultimate,demise,0
1648,ultimately,delivers,4
1649,ultimately,satisfying,4
1650,ultimately,insignificant,0
1651,ultimately,fails,0
1652,ultimately,lifeless,0
1653,ultimately,unsatisfying,0
1654,ultimately,pointless,0
1655,um,no,0
1656,unattractive,odorous,0
1657,unbalanced,mixture,0
1658,unbearably,beautiful,4
1659,unbearably,dull,0
1660,unbearably,lame,0
1661,unbelievably,stupid,0
1662,uncharted,depths,4
1663,undeniable,energy,4
1664,undeniably,intriguing,4
1665,undeniably,moving,4
1666,undeniably,gorgeous,4
1667,undernourished,plodding,0
1668,undoubtedly,enjoy,4
1669,unembarrassing,unmemorable,0
1670,unexpectedly,moving,4
1671,unexpectedly,sweet,4
1672,unforgettable,characters,4
1673,unforgettably,stupid,0
1674,unforgivingly,inconsistent,0
1675,unfunny,wannabe,0
1676,unfunny,one,0
1677,unfunny,movie,0
1678,ungainly,movie,0
1679,uniformly,superb,4
1680,unimaginative,derivative,0
1681,unimpressively,fussy,0
1682,unique,memorable,4
1683,universal,appeal,4
1684,unlikable,uninteresting,0
1685,unmemorable,filler,0
1686,unpredictable,hilarious,4
1687,unpredictable,comedy,4
1688,unrepentantly,trashy,0
1689,unsatisfying,ending,0
1690,unstoppable,superman,4
1691,upbeat,ending,4
1692,uplifting,moving,4
1693,useless,movie,0
1694,utter,mush,0
1695,utter,sincerity,4
1696,utter,cuteness,4
1697,utter,tripe,0
1698,utterly,incompetent,0
1699,utterly,charming,4
1700,utterly,misplaced,0
1701,utterly,pointless,0
1702,utterly,delightful,4
1703,valuable,film,4
1704,vastly,entertaining,4
1705,verve,fun,4
1706,vibrant,intelligent,4
1707,vibrant,intoxicating,4
1708,vibrant,originality,4
1709,vibrantly,colored,4
1710,vicious,absurd,0
1711,vile,incoherent,0
1712,vile,enough,0
1713,violent,mindless,0
1714,virtually,unwatchable,0
1715,virtually,joyless,0
1716,virtuous,limits,4
1717,viscerally,exciting,4
1718,visual,delights,4
1719,visual,treat,4
1720,visual,hideousness,0
1721,visual,delight,4
1722,visually,masterful,4
1723,visually,atrocious,0
1724,visually,compelling,4
1725,visually,dazzling,4
1726,visually,graceful,4
1727,visually,stunning,4
1728,visually,ravishing,4
1729,visually,engrossing,4
1730,visually,unappealing,0
1731,vivid,performances,4
1732,vivid,imagination,4
1733,vulgar,sexist,0
1734,walked,movie,0
1735,want,see,4
1736,warm,fuzzy,4
1737,warm,exotic,4
1738,warm,heart,4
1739,warm,inviting,4
1740,warm,charming,4
1741,warmth,humor,4
1742,waste,time,0
1743,wastes,time,0
1744,watchable,film,4
1745,watching,painful,0
1746,watching,junk,0
1747,way,stagy,0
1748,way,cool,4
1749,weak,script,0
1750,weak,ineffective,0
1751,welcome,perspective,4
1752,well,made,4
1753,well,told,4
1754,well,executed,4
1755,well,done,4
1756,well,directed,4
1757,well,paced,4
1758,well,conceived,4
1759,well,produced,4
1760,well,written,4
1761,well,meaning,4
1762,well,worthwhile,4
1763,well,structured,4
1764,well,shot,4
1765,well,mounted,4
1766,well,expectations,0
1767,well,acted,4
1768,whimsical,humor,4
1769,white,trash,0
1770,whole,package,4
1771,wholesome,twist,4
1772,wickedly,fun,4
1773,wickedly,funny,4
1774,wildly,incompetent,0
1775,wildly,alive,4
1776,wildly,entertaining,4
1777,winning,tone,4
1778,winning,comedy,4
1779,winning,actor,4
1780,winning,shot,4
1781,winning,performances,4
1782,wins,still,4
1783,wins,vote,4
1784,wise,elegiac,4
1785,witless,mess,0
1786,witty,sophisticated,4
1787,women,shine,4
1788,women,spectacular,4
1789,wonderful,tale,4
1790,wonderful,thing,4
1791,wonderful,subject,4
1792,wonderful,ghastly,4
1793,wonderful,creatures,4
1794,wonderful,imaginative,4
1795,wonderful,cinematography,4
1796,wonderfully,loopy,4
1797,wonderfully,warm,4
1798,wonderfully,edited,4
1799,wonderfully,sympathetic,4
1800,wonderfully,speculative,4
1801,wonderous,accomplishment,4
1802,wondrous,beats,4
1803,wondrously,creative,4
1804,word,brilliant,4
1805,work,art,4
1806,worked,wonders,4
1807,works,smoothly,4
1808,works,beautifully,4
1809,works,superbly,4
1810,worn,threadbare,0
1811,worse,bland,0
1812,worse,imagine,0
1813,worse,routine,0
1814,worst,kind,0
1815,worst,thing,0
1816,worst,film,0
1817,worst,movie,0
1818,worst,comedy,0
1819,worst,movies,0
1820,worst,titles,0
1821,worst,films,0
1822,worst,dialogue,0
1823,worth,seeking,4
1824,worth,seeing,4
1825,worth,concentration,4
1826,worth,look,4
1827,worthless,film,0
1828,worthwhile,glimpse,4
1829,worthwhile,effort,4
1830,worthy,substitute,4
1831,worthy,devastating,4
1832,worthy,entry,4
1833,wow,fans,4
1834,wrenching,performances,4
1835,wretched,movie,0
1836,written,well,4
1837,year,best,4
1838,young,romantics,4
1839,zings,way,4
1840,TRUE,inspiration,4
1841,TRUE,talent,4
1842,TRUE,love,4
1843,TRUE,pleasure,4
1844,TRUE,delight,4
1845,TRUE,heartbreaking,4
